t,gt_x,gt_y,gt_z,est_x,est_y,est_z,gt_tx,gt_ty,gt_tz,est_tx,est_ty,est_tz
0.475000,0.879705,2.140262,0.947071,0.890010,2.136628,0.950137,-2.728571,1.144179,-0.410890,-2.729395,1.152587,-0.396643
0.480000,0.879704,2.140282,0.947074,0.890110,2.136216,0.950195,-2.728640,1.144181,-0.410803,-2.729388,1.152643,-0.396221
0.485000,0.879700,2.140295,0.947085,0.890210,2.135781,0.950259,-2.728808,1.144271,-0.410635,-2.729472,1.152772,-0.395830
0.490000,0.879693,2.140305,0.947096,0.890310,2.135323,0.950327,-2.729093,1.144407,-0.410340,-2.729608,1.152960,-0.395425
0.495000,0.879684,2.140318,0.947103,0.890408,2.134848,0.950389,-2.729427,1.144509,-0.410005,-2.729817,1.153135,-0.394996
0.500000,0.879722,2.140242,0.947083,0.887046,2.145935,0.949819,-2.729538,1.144557,-0.409797,-2.729424,1.152044,-0.396736
0.505000,0.879719,2.140260,0.947083,0.887055,2.145775,0.949859,-2.729457,1.144541,-0.409851,-2.729438,1.152173,-0.396279
0.510000,0.879714,2.140288,0.947080,0.887063,2.145613,0.949895,-2.729286,1.144460,-0.410042,-2.729371,1.152250,-0.395933
0.515000,0.879707,2.140320,0.947080,0.887072,2.145441,0.949927,-2.729011,1.144374,-0.410323,-2.729267,1.152288,-0.395584
0.520000,0.879698,2.140349,0.947087,0.887082,2.145254,0.949964,-2.728640,1.144361,-0.410685,-2.729116,1.152393,-0.395232
0.525000,0.879689,2.140370,0.947099,0.887093,2.145044,0.950009,-2.728407,1.144430,-0.410927,-2.728998,1.152592,-0.394872
0.530000,0.879679,2.140383,0.947109,0.887105,2.144807,0.950053,-2.728478,1.144534,-0.410907,-2.729015,1.152805,-0.394526
0.535000,0.879667,2.140394,0.947114,0.887119,2.144546,0.950090,-2.728689,1.144614,-0.410703,-2.729158,1.152962,-0.394198
0.540000,0.879654,2.140411,0.947117,0.887133,2.144273,0.950121,-2.728852,1.144641,-0.410482,-2.729263,1.153091,-0.393738
0.545000,0.879639,2.140435,0.947117,0.887148,2.143992,0.950150,-2.729053,1.144602,-0.410219,-2.729326,1.153164,-0.393291
0.550000,0.879673,2.140353,0.947090,0.885823,2.143031,0.956496,-2.729233,1.144565,-0.409924,-2.730853,1.150573,-0.395808
0.555000,0.879665,2.140362,0.947088,0.885810,2.142722,0.956696,-2.729312,1.144572,-0.409828,-2.730933,1.150640,-0.395390
0.560000,0.879657,2.140380,0.947092,0.885800,2.142406,0.956901,-2.729195,1.144588,-0.409955,-2.730940,1.150769,-0.394999
0.565000,0.879648,2.140408,0.947098,0.885793,2.142085,0.957110,-2.728966,1.144605,-0.410240,-2.730877,1.150916,-0.394667
0.570000,0.879640,2.140440,0.947102,0.885789,2.141754,0.957316,-2.728727,1.144590,-0.410496,-2.730804,1.151080,-0.394384
0.575000,0.879631,2.140476,0.947102,0.885787,2.141410,0.957517,-2.728477,1.144556,-0.410688,-2.730706,1.151174,-0.393983
0.580000,0.879621,2.140513,0.947100,0.885787,2.141054,0.957714,-2.728267,1.144515,-0.410776,-2.730608,1.151306,-0.393547
0.585000,0.879612,2.140548,0.947098,0.885790,2.140681,0.957907,-2.728283,1.144473,-0.410669,-2.730535,1.151376,-0.393016
0.590000,0.879603,2.140575,0.947096,0.885796,2.140285,0.958099,-2.728561,1.144483,-0.410385,-2.730612,1.151432,-0.392597
0.595000,0.879594,2.140601,0.947097,0.885805,2.139865,0.958291,-2.728960,1.144536,-0.410029,-2.730776,1.151512,-0.392192
0.600000,0.879639,2.140527,0.947072,0.883756,2.127122,0.950964,-2.729209,1.144571,-0.409788,-2.729251,1.150552,-0.394883
0.605000,0.879640,2.140545,0.947070,0.883715,2.126344,0.950951,-2.729270,1.144562,-0.409763,-2.729321,1.150632,-0.394544
0.610000,0.879640,2.140572,0.947067,0.883677,2.125558,0.950935,-2.729159,1.144524,-0.409868,-2.729311,1.150723,-0.394181
0.615000,0.879638,2.140606,0.947064,0.883639,2.124765,0.950916,-2.728916,1.144461,-0.410024,-2.729230,1.150807,-0.393787
0.620000,0.879635,2.140644,0.947064,0.883603,2.123960,0.950897,-2.728636,1.144395,-0.410209,-2.729098,1.150894,-0.393287
0.625000,0.879632,2.140678,0.947066,0.883569,2.123140,0.950879,-2.728458,1.144354,-0.410343,-2.728990,1.150985,-0.392882
0.630000,0.879629,2.140704,0.947069,0.883538,2.122295,0.950862,-2.728493,1.144366,-0.410321,-2.728951,1.151086,-0.392471
0.635000,0.879624,2.140725,0.947072,0.883509,2.121424,0.950844,-2.728682,1.144398,-0.410189,-2.729049,1.151201,-0.392139
0.640000,0.879618,2.140748,0.947074,0.883480,2.120535,0.950822,-2.728865,1.144392,-0.410052,-2.729143,1.151289,-0.391786
0.645000,0.879609,2.140776,0.947077,0.883453,2.119635,0.950800,-2.728956,1.144380,-0.409973,-2.729206,1.151338,-0.391434
0.650000,0.879651,2.140701,0.947052,0.877034,2.124322,0.953027,-2.728932,1.144372,-0.409876,-2.728867,1.151110,-0.393854
0.655000,0.879650,2.140712,0.947049,0.876831,2.123556,0.953064,-2.728949,1.144368,-0.409790,-2.728891,1.151187,-0.393393
0.660000,0.879646,2.140727,0.947051,0.876628,2.122779,0.953102,-2.728889,1.144383,-0.409789,-2.728898,1.151305,-0.392953
0.665000,0.879642,2.140747,0.947055,0.876426,2.121989,0.953144,-2.728844,1.144396,-0.409821,-2.728881,1.151441,-0.392517
0.670000,0.879637,2.140770,0.947058,0.876226,2.121187,0.953184,-2.728885,1.144380,-0.409815,-2.728898,1.151550,-0.392171
0.675000,0.879631,2.140795,0.947059,0.876030,2.120368,0.953220,-2.728931,1.144323,-0.409812,-2.728919,1.151605,-0.391815
0.680000,0.879623,2.140826,0.947062,0.875833,2.119537,0.953253,-2.728858,1.144270,-0.409896,-2.728912,1.151640,-0.391484
0.685000,0.879613,2.140861,0.947069,0.875637,2.118695,0.953290,-2.728681,1.144244,-0.410036,-2.728842,1.151738,-0.391089
0.690000,0.879601,2.140896,0.947079,0.875443,2.117838,0.953329,-2.728563,1.144235,-0.410091,-2.728779,1.151857,-0.390677
0.695000,0.879587,2.140926,0.947091,0.875248,2.116960,0.953367,-2.728583,1.144264,-0.410008,-2.728765,1.151969,-0.390220
0.700000,0.879623,2.140853,0.947079,0.880119,2.131077,0.949810,-2.728614,1.144362,-0.409872,-2.729919,1.151829,-0.391415
0.705000,0.879617,2.140863,0.947087,0.880067,2.130588,0.949752,-2.728740,1.144439,-0.409746,-2.730013,1.152035,-0.391006
0.710000,0.879609,2.140880,0.947090,0.880016,2.130087,0.949687,-2.728883,1.144428,-0.409610,-2.730097,1.152136,-0.390629
0.715000,0.879599,2.140904,0.947089,0.879966,2.129577,0.949616,-2.728936,1.144368,-0.409543,-2.730139,1.152171,-0.390232
0.720000,0.879587,2.140936,0.947090,0.879916,2.129058,0.949542,-2.728794,1.144321,-0.409649,-2.730111,1.152220,-0.389827
0.725000,0.879573,2.140974,0.947094,0.879867,2.128528,0.949469,-2.728549,1.144289,-0.409879,-2.730017,1.152335,-0.389422
0.730000,0.879558,2.141011,0.947103,0.879819,2.127984,0.949400,-2.728294,1.144297,-0.410136,-2.729919,1.152451,-0.389076
0.735000,0.879543,2.141043,0.947115,0.879773,2.127420,0.949333,-2.728163,1.144358,-0.410274,-2.729853,1.152643,-0.388710
0.740000,0.879527,2.141070,0.947125,0.879729,2.126830,0.949265,-2.728224,1.144440,-0.410253,-2.729891,1.152814,-0.388350
0.745000,0.879510,2.141096,0.947133,0.879686,2.126221,0.949193,-2.728392,1.144505,-0.410107,-2.729985,1.152978,-0.388015
0.750000,0.879545,2.141025,0.947109,0.879507,2.135449,0.948777,-2.728535,1.144499,-0.409879,-2.730381,1.152867,-0.390199
0.755000,0.879539,2.141037,0.947104,0.879465,2.135094,0.948685,-2.728658,1.144461,-0.409721,-2.730437,1.152919,-0.389769
0.760000,0.879533,2.141055,0.947101,0.879425,2.134727,0.948592,-2.728681,1.144426,-0.409689,-2.730469,1.152965,-0.389344
0.765000,0.879527,2.141078,0.947102,0.879388,2.134348,0.948500,-2.728600,1.144399,-0.409795,-2.730451,1.153052,-0.388984
0.770000,0.879520,2.141104,0.947107,0.879352,2.133957,0.948411,-2.728453,1.144398,-0.409939,-2.730406,1.153150,-0.388642
0.775000,0.879513,2.141127,0.947115,0.879319,2.133548,0.948326,-2.728333,1.144430,-0.410041,-2.730361,1.153307,-0.388244
0.780000,0.879505,2.141147,0.947122,0.879287,2.133117,0.948238,-2.728342,1.144462,-0.410022,-2.730364,1.153453,-0.387863
0.785000,0.879498,2.141168,0.947126,0.879258,2.132667,0.948146,-2.728401,1.144488,-0.409943,-2.730416,1.153572,-0.387459
0.790000,0.879491,2.141192,0.947128,0.879232,2.132201,0.948051,-2.728407,1.144479,-0.409864,-2.730451,1.153687,-0.387050
0.795000,0.879484,2.141219,0.947128,0.879208,2.131723,0.947952,-2.728417,1.144443,-0.409772,-2.730434,1.153761,-0.386544
0.800000,0.879527,2.141151,0.947100,0.881597,2.133713,0.952170,-2.728441,1.144383,-0.409654,-2.731879,1.155188,-0.388691
0.805000,0.879528,2.141159,0.947096,0.881636,2.133286,0.952187,-2.728513,1.144342,-0.409593,-2.731890,1.155230,-0.388265
0.810000,0.879527,2.141170,0.947096,0.881675,2.132844,0.952207,-2.728541,1.144328,-0.409600,-2.731925,1.155292,-0.387933
0.815000,0.879525,2.141181,0.947098,0.881714,2.132385,0.952228,-2.728540,1.144337,-0.409624,-2.731925,1.155404,-0.387570
0.820000,0.879520,2.141193,0.947100,0.881753,2.131909,0.952248,-2.728603,1.144351,-0.409606,-2.731953,1.155516,-0.387214
0.825000,0.879515,2.141207,0.947103,0.881793,2.131417,0.952266,-2.728659,1.144368,-0.409571,-2.732005,1.155617,-0.386883
0.830000,0.879507,2.141227,0.947107,0.881833,2.130913,0.952285,-2.728641,1.144372,-0.409555,-2.732033,1.155736,-0.386485
0.835000,0.879499,2.141251,0.947111,0.881873,2.130396,0.952303,-2.728578,1.144340,-0.409565,-2.732016,1.155837,-0.386059
0.840000,0.879490,2.141275,0.947114,0.881915,2.129864,0.952318,-2.728552,1.144287,-0.409550,-2.731981,1.155903,-0.385623
0.845000,0.879479,2.141298,0.947121,0.881957,2.129314,0.952332,-2.728567,1.144259,-0.409538,-2.731977,1.155956,-0.385218
0.850000,0.879519,2.141226,0.947102,0.884289,2.136959,0.955846,-2.728547,1.144242,-0.409534,-2.732099,1.155914,-0.387769
0.855000,0.879515,2.141228,0.947106,0.884393,2.136610,0.955962,-2.728580,1.144253,-0.409532,-2.732124,1.156002,-0.387420
0.860000,0.879510,2.141231,0.947110,0.884498,2.136245,0.956074,-2.728662,1.144269,-0.409464,-2.732155,1.156131,-0.387064
0.865000,0.879504,2.141235,0.947115,0.884603,2.135862,0.956185,-2.728742,1.144286,-0.409365,-2.732221,1.156211,-0.386670
0.870000,0.879495,2.141243,0.947122,0.884707,2.135465,0.956297,-2.728701,1.144318,-0.409338,-2.732253,1.156344,-0.386247
0.875000,0.879484,2.141258,0.947129,0.884812,2.135057,0.956409,-2.728578,1.144327,-0.409380,-2.732235,1.156487,-0.385780
0.880000,0.879473,2.141277,0.947136,0.884917,2.134637,0.956518,-2.728450,1.144317,-0.409464,-2.732190,1.156613,-0.385343
0.885000,0.879462,2.141296,0.947144,0.885023,2.134202,0.956626,-2.728346,1.144292,-0.409557,-2.732152,1.156717,-0.384952
0.890000,0.879450,2.141315,0.947154,0.885131,2.133748,0.956734,-2.728304,1.144278,-0.409627,-2.732113,1.156805,-0.384572
0.895000,0.879437,2.141334,0.947163,0.885240,2.133276,0.956840,-2.728324,1.144272,-0.409657,-2.732131,1.156913,-0.384254
0.900000,0.879477,2.141262,0.947147,0.887479,2.134467,0.955248,-2.728326,1.144268,-0.409657,-2.730326,1.155042,-0.385163
0.905000,0.879473,2.141262,0.947153,0.887656,2.134003,0.955307,-2.728397,1.144306,-0.409588,-2.730375,1.155164,-0.384821
0.910000,0.879469,2.141263,0.947160,0.887833,2.133521,0.955365,-2.728453,1.144361,-0.409499,-2.730431,1.155297,-0.384395
0.915000,0.879465,2.141269,0.947165,0.888013,2.133024,0.955421,-2.728495,1.144388,-0.409426,-2.730483,1.155450,-0.383980
0.920000,0.879462,2.141280,0.947169,0.888195,2.132514,0.955472,-2.728466,1.144379,-0.409402,-2.730508,1.155541,-0.383561
0.925000,0.879458,2.141295,0.947171,0.888379,2.131991,0.955521,-2.728397,1.144343,-0.409441,-2.730476,1.155653,-0.383118
0.930000,0.879453,2.141311,0.947172,0.888564,2.131451,0.955567,-2.728368,1.144296,-0.409486,-2.730448,1.155702,-0.382748
0.935000,0.879447,2.141329,0.947173,0.888751,2.130895,0.955610,-2.728375,1.144266,-0.409522,-2.730441,1.155782,-0.382392
0.940000,0.879439,2.141349,0.947175,0.888938,2.130321,0.955651,-2.728359,1.144244,-0.409561,-2.730452,1.155852,-0.382070
0.945000,0.879430,2.141370,0.947180,0.889125,2.129730,0.955695,-2.728320,1.144242,-0.409570,-2.730434,1.155953,-0.381676
0.950000,0.879473,2.141302,0.947158,0.897209,2.128258,0.951104,-2.728285,1.144232,-0.409508,-2.729496,1.156386,-0.385180
0.955000,0.879473,2.141303,0.947157,0.897614,2.127615,0.951016,-2.728346,1.144247,-0.409395,-2.729531,1.156477,-0.384737
0.960000,0.879472,2.141307,0.947156,0.898019,2.126956,0.950926,-2.728369,1.144274,-0.409319,-2.729580,1.156599,-0.384301
0.965000,0.879470,2.141314,0.947155,0.898425,2.126282,0.950836,-2.728334,1.144284,-0.409311,-2.729591,1.156724,-0.383861
0.970000,0.879467,2.141323,0.947153,0.898832,2.125591,0.950743,-2.728353,1.144262,-0.409294,-2.729584,1.156836,-0.383459
0.975000,0.879462,2.141333,0.947150,0.899239,2.124883,0.950646,-2.728409,1.144218,-0.409283,-2.729612,1.156885,-0.383100
0.980000,0.879456,2.141347,0.947149,0.899647,2.124159,0.950549,-2.728380,1.144179,-0.409335,-2.729612,1.156944,-0.382772
0.985000,0.879447,2.141364,0.947152,0.900053,2.123421,0.950453,-2.728302,1.144179,-0.409418,-2.729580,1.157028,-0.382391
0.990000,0.879438,2.141381,0.947158,0.900461,2.122664,0.950359,-2.728278,1.144210,-0.409420,-2.729577,1.157178,-0.382032
0.995000,0.879429,2.141396,0.947164,0.900869,2.121887,0.950265,-2.728288,1.144253,-0.409378,-2.729608,1.157300,-0.381588
1.000000,0.879469,2.141328,0.947145,0.890630,2.125777,0.946024,-2.728252,1.144268,-0.409329,-2.728360,1.155942,-0.384068
