t,gt_x,gt_y,gt_z,est_x,est_y,est_z,gt_tx,gt_ty,gt_tz,est_tx,est_ty,est_tz
0.475000,0.879705,2.140262,0.947071,0.874761,2.143194,0.946160,-2.728571,1.144179,-0.410890,-2.730178,1.142665,-0.387826
0.480000,0.879704,2.140282,0.947074,0.874868,2.142537,0.946181,-2.728640,1.144181,-0.410803,-2.730171,1.142721,-0.387403
0.485000,0.879700,2.140295,0.947085,0.874977,2.141853,0.946208,-2.728808,1.144271,-0.410635,-2.730255,1.142850,-0.387012
0.490000,0.879693,2.140305,0.947096,0.875089,2.141146,0.946238,-2.729093,1.144407,-0.410340,-2.730391,1.143038,-0.386607
0.495000,0.879684,2.140318,0.947103,0.875202,2.140419,0.946262,-2.729427,1.144509,-0.410005,-2.730601,1.143213,-0.386178
0.500000,0.879722,2.140242,0.947083,0.881866,2.134997,0.950321,-2.729538,1.144557,-0.409797,-2.728943,1.143958,-0.387841
0.505000,0.879719,2.140260,0.947083,0.882161,2.134129,0.950452,-2.729457,1.144541,-0.409851,-2.728957,1.144088,-0.387384
0.510000,0.879714,2.140288,0.947080,0.882458,2.133256,0.950578,-2.729286,1.144460,-0.410042,-2.728891,1.144164,-0.387038
0.515000,0.879707,2.140320,0.947080,0.882758,2.132370,0.950700,-2.729011,1.144374,-0.410323,-2.728786,1.144203,-0.386689
0.520000,0.879698,2.140349,0.947087,0.883061,2.131468,0.950827,-2.728640,1.144361,-0.410685,-2.728636,1.144307,-0.386336
0.525000,0.879689,2.140370,0.947099,0.883367,2.130540,0.950962,-2.728407,1.144430,-0.410927,-2.728517,1.144506,-0.385977
0.530000,0.879679,2.140383,0.947109,0.883677,2.129583,0.951095,-2.728478,1.144534,-0.410907,-2.728535,1.144719,-0.385631
0.535000,0.879667,2.140394,0.947114,0.883991,2.128601,0.951220,-2.728689,1.144614,-0.410703,-2.728678,1.144876,-0.385303
0.540000,0.879654,2.140411,0.947117,0.884307,2.127605,0.951341,-2.728852,1.144641,-0.410482,-2.728783,1.145006,-0.384842
0.545000,0.879639,2.140435,0.947117,0.884626,2.126597,0.951458,-2.729053,1.144602,-0.410219,-2.728845,1.145079,-0.384396
0.550000,0.879673,2.140353,0.947090,0.887680,2.134899,0.952471,-2.729233,1.144565,-0.409924,-2.729318,1.143442,-0.388230
0.555000,0.879665,2.140362,0.947088,0.888083,2.134138,0.952609,-2.729312,1.144572,-0.409828,-2.729398,1.143508,-0.387811
0.560000,0.879657,2.140380,0.947092,0.888491,2.133367,0.952753,-2.729195,1.144588,-0.409955,-2.729405,1.143637,-0.387420
0.565000,0.879648,2.140408,0.947098,0.888903,2.132588,0.952901,-2.728966,1.144605,-0.410240,-2.729342,1.143784,-0.387088
0.570000,0.879640,2.140440,0.947102,0.889321,2.131798,0.953045,-2.728727,1.144590,-0.410496,-2.729269,1.143948,-0.386806
0.575000,0.879631,2.140476,0.947102,0.889742,2.130992,0.953185,-2.728477,1.144556,-0.410688,-2.729171,1.144042,-0.386404
0.580000,0.879621,2.140513,0.947100,0.890168,2.130173,0.953320,-2.728267,1.144515,-0.410776,-2.729073,1.144175,-0.385968
0.585000,0.879612,2.140548,0.947098,0.890598,2.129335,0.953452,-2.728283,1.144473,-0.410669,-2.729000,1.144245,-0.385437
0.590000,0.879603,2.140575,0.947096,0.891033,2.128471,0.953581,-2.728561,1.144483,-0.410385,-2.729077,1.144301,-0.385018
0.595000,0.879594,2.140601,0.947097,0.891473,2.127582,0.953711,-2.728960,1.144536,-0.410029,-2.729241,1.144381,-0.384613
0.600000,0.879639,2.140527,0.947072,0.889069,2.139376,0.946964,-2.729209,1.144571,-0.409788,-2.730105,1.145960,-0.385431
0.605000,0.879640,2.140545,0.947070,0.889431,2.138821,0.946905,-2.729270,1.144562,-0.409763,-2.730175,1.146041,-0.385092
0.610000,0.879640,2.140572,0.947067,0.889797,2.138256,0.946845,-2.729159,1.144524,-0.409868,-2.730165,1.146131,-0.384729
0.615000,0.879638,2.140606,0.947064,0.890166,2.137681,0.946782,-2.728916,1.144461,-0.410024,-2.730084,1.146215,-0.384335
0.620000,0.879635,2.140644,0.947064,0.890537,2.137094,0.946718,-2.728636,1.144395,-0.410209,-2.729952,1.146302,-0.383835
0.625000,0.879632,2.140678,0.947066,0.890912,2.136489,0.946655,-2.728458,1.144354,-0.410343,-2.729844,1.146393,-0.383430
0.630000,0.879629,2.140704,0.947069,0.891291,2.135857,0.946594,-2.728493,1.144366,-0.410321,-2.729805,1.146494,-0.383019
0.635000,0.879624,2.140725,0.947072,0.891674,2.135197,0.946530,-2.728682,1.144398,-0.410189,-2.729903,1.146610,-0.382687
0.640000,0.879618,2.140748,0.947074,0.892058,2.134517,0.946463,-2.728865,1.144392,-0.410052,-2.729997,1.146697,-0.382334
0.645000,0.879609,2.140776,0.947077,0.892445,2.133824,0.946395,-2.728956,1.144380,-0.409973,-2.730060,1.146746,-0.381982
0.650000,0.879651,2.140701,0.947052,0.897366,2.138533,0.945937,-2.728932,1.144372,-0.409876,-2.730651,1.147230,-0.383139
0.655000,0.879650,2.140712,0.947049,0.897881,2.137965,0.945855,-2.728949,1.144368,-0.409790,-2.730676,1.147307,-0.382678
0.660000,0.879646,2.140727,0.947051,0.898397,2.137383,0.945774,-2.728889,1.144383,-0.409789,-2.730683,1.147425,-0.382238
0.665000,0.879642,2.140747,0.947055,0.898915,2.136787,0.945697,-2.728844,1.144396,-0.409821,-2.730665,1.147562,-0.381802
0.670000,0.879637,2.140770,0.947058,0.899437,2.136176,0.945618,-2.728885,1.144380,-0.409815,-2.730683,1.147670,-0.381456
0.675000,0.879631,2.140795,0.947059,0.899963,2.135547,0.945534,-2.728931,1.144323,-0.409812,-2.730704,1.147726,-0.381100
0.680000,0.879623,2.140826,0.947062,0.900491,2.134904,0.945448,-2.728858,1.144270,-0.409896,-2.730697,1.147761,-0.380769
0.685000,0.879613,2.140861,0.947069,0.901021,2.134248,0.945365,-2.728681,1.144244,-0.410036,-2.730627,1.147858,-0.380374
0.690000,0.879601,2.140896,0.947079,0.901553,2.133574,0.945284,-2.728563,1.144235,-0.410091,-2.730564,1.147977,-0.379962
0.695000,0.879587,2.140926,0.947091,0.902086,2.132878,0.945202,-2.728583,1.144264,-0.410008,-2.730550,1.148089,-0.379505
0.700000,0.879623,2.140853,0.947079,0.895646,2.135392,0.942314,-2.728614,1.144362,-0.409872,-2.729659,1.146850,-0.382302
0.705000,0.879617,2.140863,0.947087,0.895993,2.134751,0.942157,-2.728740,1.144439,-0.409746,-2.729753,1.147056,-0.381894
0.710000,0.879609,2.140880,0.947090,0.896344,2.134097,0.941994,-2.728883,1.144428,-0.409610,-2.729837,1.147157,-0.381517
0.715000,0.879599,2.140904,0.947089,0.896697,2.133431,0.941824,-2.728936,1.144368,-0.409543,-2.729879,1.147192,-0.381119
0.720000,0.879587,2.140936,0.947090,0.897051,2.132754,0.941651,-2.728794,1.144321,-0.409649,-2.729851,1.147241,-0.380714
0.725000,0.879573,2.140974,0.947094,0.897408,2.132065,0.941480,-2.728549,1.144289,-0.409879,-2.729757,1.147356,-0.380309
0.730000,0.879558,2.141011,0.947103,0.897768,2.131359,0.941311,-2.728294,1.144297,-0.410136,-2.729659,1.147472,-0.379964
0.735000,0.879543,2.141043,0.947115,0.898131,2.130630,0.941145,-2.728163,1.144358,-0.410274,-2.729593,1.147664,-0.379597
0.740000,0.879527,2.141070,0.947125,0.898497,2.129875,0.940977,-2.728224,1.144440,-0.410253,-2.729631,1.147835,-0.379238
0.745000,0.879510,2.141096,0.947133,0.898866,2.129097,0.940805,-2.728392,1.144505,-0.410107,-2.729725,1.147999,-0.378903
0.750000,0.879545,2.141025,0.947109,0.887890,2.137181,0.939107,-2.728535,1.144499,-0.409879,-2.729932,1.147188,-0.381521
0.755000,0.879539,2.141037,0.947104,0.887954,2.136627,0.938882,-2.728658,1.144461,-0.409721,-2.729988,1.147240,-0.381091
0.760000,0.879533,2.141055,0.947101,0.888023,2.136059,0.938656,-2.728681,1.144426,-0.409689,-2.730019,1.147285,-0.380665
0.765000,0.879527,2.141078,0.947102,0.888095,2.135478,0.938431,-2.728600,1.144399,-0.409795,-2.730002,1.147373,-0.380306
0.770000,0.879520,2.141104,0.947107,0.888170,2.134882,0.938209,-2.728453,1.144398,-0.409939,-2.729956,1.147470,-0.379964
0.775000,0.879513,2.141127,0.947115,0.888250,2.134266,0.937990,-2.728333,1.144430,-0.410041,-2.729911,1.147627,-0.379566
0.780000,0.879505,2.141147,0.947122,0.888333,2.133627,0.937769,-2.728342,1.144462,-0.410022,-2.729914,1.147774,-0.379185
0.785000,0.879498,2.141168,0.947126,0.888420,2.132966,0.937544,-2.728401,1.144488,-0.409943,-2.729967,1.147893,-0.378781
0.790000,0.879491,2.141192,0.947128,0.888512,2.132287,0.937314,-2.728407,1.144479,-0.409864,-2.730002,1.148008,-0.378372
0.795000,0.879484,2.141219,0.947128,0.888607,2.131594,0.937081,-2.728417,1.144443,-0.409772,-2.729984,1.148081,-0.377866
0.800000,0.879527,2.141151,0.947100,0.887990,2.142356,0.946631,-2.728441,1.144383,-0.409654,-2.730723,1.146166,-0.382300
0.805000,0.879528,2.141159,0.947096,0.888077,2.141964,0.946665,-2.728513,1.144342,-0.409593,-2.730734,1.146208,-0.381874
0.810000,0.879527,2.141170,0.947096,0.888166,2.141557,0.946703,-2.728541,1.144328,-0.409600,-2.730769,1.146270,-0.381542
0.815000,0.879525,2.141181,0.947098,0.888257,2.141131,0.946742,-2.728540,1.144337,-0.409624,-2.730769,1.146382,-0.381179
0.820000,0.879520,2.141193,0.947100,0.888351,2.140686,0.946779,-2.728603,1.144351,-0.409606,-2.730796,1.146494,-0.380823
0.825000,0.879515,2.141207,0.947103,0.888448,2.140224,0.946814,-2.728659,1.144368,-0.409571,-2.730849,1.146595,-0.380491
0.830000,0.879507,2.141227,0.947107,0.888547,2.139747,0.946850,-2.728641,1.144372,-0.409555,-2.730877,1.146714,-0.380093
0.835000,0.879499,2.141251,0.947111,0.888649,2.139256,0.946884,-2.728578,1.144340,-0.409565,-2.730859,1.146815,-0.379668
0.840000,0.879490,2.141275,0.947114,0.888755,2.138749,0.946916,-2.728552,1.144287,-0.409550,-2.730824,1.146881,-0.379231
0.845000,0.879479,2.141298,0.947121,0.888863,2.138221,0.946947,-2.728567,1.144259,-0.409538,-2.730821,1.146934,-0.378826
0.850000,0.879519,2.141226,0.947102,0.887058,2.142167,0.950487,-2.728547,1.144242,-0.409534,-2.730340,1.146593,-0.382148
0.855000,0.879515,2.141228,0.947106,0.887117,2.141734,0.950619,-2.728580,1.144253,-0.409532,-2.730364,1.146680,-0.381799
0.860000,0.879510,2.141231,0.947110,0.887179,2.141283,0.950748,-2.728662,1.144269,-0.409464,-2.730396,1.146810,-0.381443
0.865000,0.879504,2.141235,0.947115,0.887244,2.140814,0.950876,-2.728742,1.144286,-0.409365,-2.730462,1.146890,-0.381049
0.870000,0.879495,2.141243,0.947122,0.887311,2.140329,0.951004,-2.728701,1.144318,-0.409338,-2.730494,1.147022,-0.380626
0.875000,0.879484,2.141258,0.947129,0.887379,2.139830,0.951132,-2.728578,1.144327,-0.409380,-2.730476,1.147166,-0.380158
0.880000,0.879473,2.141277,0.947136,0.887451,2.139318,0.951257,-2.728450,1.144317,-0.409464,-2.730431,1.147291,-0.379722
0.885000,0.879462,2.141296,0.947144,0.887527,2.138790,0.951381,-2.728346,1.144292,-0.409557,-2.730392,1.147396,-0.379331
0.890000,0.879450,2.141315,0.947154,0.887606,2.138240,0.951505,-2.728304,1.144278,-0.409627,-2.730354,1.147483,-0.378951
0.895000,0.879437,2.141334,0.947163,0.887689,2.137672,0.951627,-2.728324,1.144272,-0.409657,-2.730371,1.147591,-0.378633
0.900000,0.879477,2.141262,0.947147,0.881427,2.131934,0.950715,-2.728326,1.144268,-0.409657,-2.730267,1.145609,-0.381442
0.905000,0.879473,2.141262,0.947153,0.881347,2.131195,0.950808,-2.728397,1.144306,-0.409588,-2.730316,1.145731,-0.381100
0.910000,0.879469,2.141263,0.947160,0.881270,2.130438,0.950901,-2.728453,1.144361,-0.409499,-2.730372,1.145864,-0.380674
0.915000,0.879465,2.141269,0.947165,0.881196,2.129664,0.950991,-2.728495,1.144388,-0.409426,-2.730424,1.146017,-0.380259
0.920000,0.879462,2.141280,0.947169,0.881128,2.128877,0.951076,-2.728466,1.144379,-0.409402,-2.730448,1.146108,-0.379840
0.925000,0.879458,2.141295,0.947171,0.881064,2.128075,0.951160,-2.728397,1.144343,-0.409441,-2.730417,1.146220,-0.379397
0.930000,0.879453,2.141311,0.947172,0.881004,2.127257,0.951240,-2.728368,1.144296,-0.409486,-2.730389,1.146269,-0.379027
0.935000,0.879447,2.141329,0.947173,0.880947,2.126420,0.951318,-2.728375,1.144266,-0.409522,-2.730382,1.146349,-0.378671
0.940000,0.879439,2.141349,0.947175,0.880893,2.125565,0.951393,-2.728359,1.144244,-0.409561,-2.730392,1.146419,-0.378349
0.945000,0.879430,2.141370,0.947180,0.880842,2.124693,0.951471,-2.728320,1.144242,-0.409570,-2.730375,1.146520,-0.377955
0.950000,0.879473,2.141302,0.947158,0.878990,2.137078,0.950132,-2.728285,1.144232,-0.409508,-2.730324,1.146254,-0.380804
0.955000,0.879473,2.141303,0.947157,0.878895,2.136544,0.950167,-2.728346,1.144247,-0.409395,-2.730359,1.146344,-0.380361
0.960000,0.879472,2.141307,0.947156,0.878803,2.135994,0.950201,-2.728369,1.144274,-0.409319,-2.730408,1.146466,-0.379924
0.965000,0.879470,2.141314,0.947155,0.878714,2.135429,0.950233,-2.728334,1.144284,-0.409311,-2.730418,1.146592,-0.379485
0.970000,0.879467,2.141323,0.947153,0.878628,2.134846,0.950264,-2.728353,1.144262,-0.409294,-2.730411,1.146704,-0.379083
0.975000,0.879462,2.141333,0.947150,0.878546,2.134244,0.950290,-2.728409,1.144218,-0.409283,-2.730439,1.146753,-0.378724
0.980000,0.879456,2.141347,0.947149,0.878466,2.133626,0.950315,-2.728380,1.144179,-0.409335,-2.730439,1.146812,-0.378396
0.985000,0.879447,2.141364,0.947152,0.878388,2.132993,0.950342,-2.728302,1.144179,-0.409418,-2.730408,1.146896,-0.378015
0.990000,0.879438,2.141381,0.947158,0.878313,2.132341,0.950372,-2.728278,1.144210,-0.409420,-2.730404,1.147046,-0.377656
0.995000,0.879429,2.141396,0.947164,0.878241,2.131667,0.950400,-2.728288,1.144253,-0.409378,-2.730436,1.147168,-0.377212
1.000000,0.879469,2.141328,0.947145,0.880931,2.130529,0.940728,-2.728252,1.144268,-0.409329,-2.730842,1.148306,-0.380895
